Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-07-01,10:00:54,"""CNR2234736""",No Driver Found,"""CID4193584""",eBike,Old Gurgaon,India Gate,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-02-27,10:22:44,"""CNR9851420""",Completed,"""CID7170729""",Go Mini,New Colony,Sonipat,9.5,36.8,null,null,null,null,null,null,91,16.98,4.8,4.1,UPI
2024-09-24,08:45:15,"""CNR2687167""",Completed,"""CID3965512""",Auto,Raj Nagar Extension,Ashok Vihar,4.1,37.2,null,null,null,null,null,null,249,48.41,4.7,4.2,Cash
2024-12-07,14:01:03,"""CNR3278873""",Cancelled by Driver,"""CID9718435""",Go Sedan,Sonipat,Green Park,9.0,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-07-07,07:14:57,"""CNR8379537""",Cancelled by Customer,"""CID6728024""",Bike,Raj Nagar Extension,Satguru Ram Singh Marg,13.5,null,1,Change of plans,null,null,null,null,null,null,null,null,null
2024-05-21,19:31:11,"""CNR5132097""",Completed,"""CID3860960""",Auto,Jahangirpuri,Rithala,13.1,31.8,null,null,null,null,null,null,313,42.94,3.3,4.9,UPI
2024-01-29,06:37:21,"""CNR7623241""",Cancelled by Customer,"""CID9057289""",Bike,Rajiv Nagar,Mandi House,11.9,null,1,Wrong Address,null,null,null,null,null,null,null,null,null
2024-05-13,18:45:17,"""CNR6328773""",Completed,"""CID4547705""",eBike,Civil Lines Gurgaon,Vidhan Sabha,14.0,34.3,null,null,null,null,null,null,467,16.79,3.9,4.4,UPI
2024-12-05,14:57:16,"""CNR5789123""",Completed,"""CID3554002""",Auto,Kadarpur,Udyog Bhawan,8.5,23.1,null,null,null,null,null,null,291,19.52,4.3,3.0,UPI
2024-03-07,15:19:56,"""CNR8742285""",No Driver Found,"""CID7242406""",Auto,Udyog Vihar Phase 4,Tughlakabad,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-04-07,18:46:18,"""CNR5814980""",Cancelled by Driver,"""CID9504715""",Go Sedan,Greater Kailash,Chirag Delhi,3.3,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-03-03,20:07:12,"""CNR2133651""",Completed,"""CID6533274""",Go Mini,Sonipat,Connaught Place,4.2,21.6,null,null,null,null,null,null,579,13.85,4.6,4.2,Uber Wallet
2024-09-30,23:58:38,"""CNR8071231""",Completed,"""CID8967121""",eBike,Ashok Vihar,GTB Nagar,12.2,29.1,null,null,null,null,null,null,997,14.81,4.6,4.1,Credit Card
2024-01-07,19:47:19,"""CNR1544091""",Completed,"""CID8260169""",Go Sedan,Tilak Nagar,Vatika Chowk,11.6,37.0,null,null,null,null,null,null,802,3.6,4.5,4.3,UPI
2024-06-20,18:05:43,"""CNR9640242""",Cancelled by Driver,"""CID3834550""",Premier Sedan,Ghitorni,Saket A Block,10.0,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-06-04,23:05:28,"""CNR7372142""",Cancelled by Driver,"""CID4159133""",Go Sedan,Lok Kalyan Marg,Raj Nagar Extension,4.3,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-07-31,10:11:19,"""CNR4141975""",Completed,"""CID6988396""",Premier Sedan,New Delhi Railway Station,Pulbangash,3.0,40.7,null,null,null,null,null,null,293,25.98,4.2,4.6,Uber Wallet
2024-07-06,09:28:21,"""CNR1664197""",Incomplete,"""CID5712870""",Go Mini,Nehru Place,Botanical Garden,6.8,19.9,null,null,null,null,1,Customer Demand,644,10.83,null,null,Cash
2024-06-03,08:25:41,"""CNR1365145""",Completed,"""CID6520214""",Auto,Chandni Chowk,Gurgaon Railway Station,11.1,21.5,null,null,null,null,null,null,153,4.15,4.1,3.5,UPI
2024-12-25,20:31:04,"""CNR4929584""",Completed,"""CID1861703""",Auto,Patel Chowk,Govindpuri,7.0,41.8,null,null,null,null,null,null,287,22.36,4.7,4.6,UPI
2024-05-03,19:33:41,"""CNR6441850""",Completed,"""CID5922320""",eBike,Gwal Pahari,Nirman Vihar,6.9,23.8,null,null,null,null,null,null,427,3.85,4.8,4.0,Uber Wallet
2024-01-26,13:54:43,"""CNR2300557""",Incomplete,"""CID6958929""",eBike,Sultanpur,Preet Vihar,4.9,18.4,null,null,null,null,1,Other Issue,1006,1.63,null,null,UPI
2024-05-13,18:00:18,"""CNR9449089""",Completed,"""CID3889894""",Premier Sedan,IGNOU Road,Moolchand,2.6,38.6,null,null,null,null,null,null,309,47.0,3.4,4.2,UPI
2024-12-13,15:10:24,"""CNR1722251""",Completed,"""CID3796009""",Auto,Pulbangash,Gurgaon Railway Station,10.3,20.0,null,null,null,null,null,null,156,31.22,3.4,4.4,Debit Card
2024-10-24,12:09:12,"""CNR3967905""",Cancelled by Driver,"""CID2379030""",Go Sedan,IFFCO Chowk,Sonipat,6.6,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-05-29,08:12:14,"""CNR4146877""",Cancelled by Customer,"""CID4837513""",Auto,Jasola,IGNOU Road,18.5,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null,null
2024-11-11,23:35:10,"""CNR9143901""",Completed,"""CID2248887""",Bike,Tughlakabad,Govindpuri,8.2,31.3,null,null,null,null,null,null,481,2.51,3.8,3.1,Uber Wallet
2024-08-14,11:12:24,"""CNR1953083""",Completed,"""CID7827648""",Auto,Azadpur,Tis Hazari,3.6,34.5,null,null,null,null,null,null,264,10.47,4.6,3.3,Cash
2024-12-13,15:21:45,"""CNR4421947""",Cancelled by Driver,"""CID9631038""",Auto,Rajiv Nagar,Vasant Kunj,8.5,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-03-13,18:25:06,"""CNR9526300""",Completed,"""CID4210839""",Go Mini,DLF Phase 3,Punjabi Bagh,10.7,38.3,null,null,null,null,null,null,433,30.55,4.2,3.6,UPI
2024-12-17,11:35:13,"""CNR2506728""",Cancelled by Driver,"""CID9996646""",Go Sedan,Saket A Block,Mehrauli,9.7,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-03-12,18:10:44,"""CNR6480873""",Completed,"""CID4967764""",Go Sedan,Huda City Centre,IMT Manesar,10.6,36.3,null,null,null,null,null,null,466,20.76,4.2,4.3,Cash
2024-10-11,08:11:21,"""CNR7455209""",Completed,"""CID5205739""",eBike,ITO,New Colony,5.3,28.6,null,null,null,null,null,null,434,17.29,4.7,4.2,Uber Wallet
2024-04-29,18:18:45,"""CNR9632274""",Completed,"""CID3195903""",Auto,Madipur,New Colony,8.1,29.3,null,null,null,null,null,null,308,46.03,4.3,4.6,Cash
2024-02-08,17:18:43,"""CNR9888685""",Cancelled by Driver,"""CID2495582""",Uber XL,Rajiv Chowk,Samaypur Badli,4.1,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-07-30,23:24:19,"""CNR3802740""",Incomplete,"""CID8546672""",Bike,RK Puram,Welcome,7.6,30.0,null,null,null,null,1,Vehicle Breakdown,127,5.33,null,null,UPI
2024-08-13,22:18:37,"""CNR9074931""",Completed,"""CID6867128""",Go Sedan,Badarpur,Rithala,9.1,44.5,null,null,null,null,null,null,137,4.11,3.5,5.0,Debit Card
2024-01-06,13:16:58,"""CNR8755016""",Completed,"""CID2190375""",Go Mini,Kirti Nagar,Indirapuram,10.8,32.6,null,null,null,null,null,null,113,4.55,5.0,5.0,Cash
2024-02-21,08:16:10,"""CNR6747150""",Completed,"""CID4703305""",Go Mini,Sadar Bazar Gurgaon,Ashok Vihar,11.9,32.3,null,null,null,null,null,null,182,17.11,4.2,4.3,Debit Card
2024-02-25,04:03:29,"""CNR3485661""",Completed,"""CID2927231""",Auto,Shastri Nagar,Karol Bagh,12.2,19.0,null,null,null,null,null,null,522,13.98,3.2,4.3,UPI
2024-04-20,13:40:36,"""CNR4074272""",Incomplete,"""CID9894659""",Uber XL,INA Market,Dwarka Sector 21,4.3,22.7,null,null,null,null,1,Customer Demand,454,16.36,null,null,UPI
2024-06-11,08:35:19,"""CNR6585048""",Completed,"""CID5017375""",eBike,Mayur Vihar,Keshav Puram,13.7,39.3,null,null,null,null,null,null,656,37.05,4.3,4.3,Uber Wallet
2024-12-15,03:03:41,"""CNR1393114""",Completed,"""CID8879960""",Bike,Hauz Khas,Mandi House,15.0,37.7,null,null,null,null,null,null,987,49.28,4.2,4.3,Cash
2024-02-19,19:12:58,"""CNR5647334""",Cancelled by Customer,"""CID7571366""",Go Sedan,Noida Film City,Subhash Nagar,5.4,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null,null
2024-06-15,23:04:51,"""CNR7374710""",Cancelled by Driver,"""CID5769175""",Auto,Lal Quila,Faridabad Sector 15,9.5,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-02-12,10:39:37,"""CNR1501196""",Completed,"""CID9998501""",Go Mini,Aya Nagar,IMT Manesar,6.4,20.2,null,null,null,null,null,null,782,3.89,4.6,4.7,UPI
2024-12-06,21:36:36,"""CNR7811959""",Completed,"""CID6874370""",Go Sedan,Nehru Place,Shahdara,2.8,36.5,null,null,null,null,null,null,76,33.78,4.7,3.6,UPI
2024-05-24,13:17:02,"""CNR7617164""",Completed,"""CID5638530""",Go Mini,Sohna Road,Manesar,8.8,41.4,null,null,null,null,null,null,130,47.94,4.1,5.0,Uber Wallet
2024-09-26,17:00:56,"""CNR2027470""",Cancelled by Driver,"""CID1580607""",Premier Sedan,Kashmere Gate ISBT,Welcome,7.0,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-05-07,18:44:59,"""CNR6626351""",Completed,"""CID6871254""",Bike,Basai Dhankot,Kashmere Gate,6.1,29.3,null,null,null,null,null,null,229,16.13,4.2,4.7,Cash
2024-02-28,10:21:27,"""CNR3009909""",Completed,"""CID9400069""",Bike,Panchsheel Park,Noida Sector 18,13.3,30.0,null,null,null,null,null,null,351,30.48,4.3,4.1,Credit Card
2024-04-11,18:09:46,"""CNR1168026""",Completed,"""CID9106757""",Uber XL,IFFCO Chowk,Udyog Vihar,8.6,33.0,null,null,null,null,null,null,240,27.84,4.1,4.1,Debit Card
2024-01-22,20:21:54,"""CNR3094582""",Completed,"""CID3985889""",eBike,Nirman Vihar,Bhiwadi,14.2,40.8,null,null,null,null,null,null,400,10.65,4.3,4.9,UPI
2024-09-28,15:29:54,"""CNR6685461""",Completed,"""CID8432690""",Go Sedan,Subhash Nagar,Indirapuram,12.2,29.3,null,null,null,null,null,null,243,2.79,4.5,4.5,UPI
2024-02-24,20:23:09,"""CNR9452688""",Completed,"""CID6966922""",Bike,Kaushambi,Pulbangash,2.9,26.9,null,null,null,null,null,null,350,34.67,4.1,4.9,Credit Card
2024-01-29,23:45:38,"""CNR2377538""",Completed,"""CID8950398""",Go Mini,Shastri Nagar,Peeragarhi,2.8,26.3,null,null,null,null,null,null,331,15.77,4.4,3.8,Credit Card
2024-08-06,16:15:18,"""CNR4787291""",Completed,"""CID6980386""",Go Mini,Saket,Rohini West,11.9,40.1,null,null,null,null,null,null,189,8.09,4.9,4.4,UPI
2024-05-10,21:39:33,"""CNR9948735""",Completed,"""CID4750661""",Go Sedan,Uttam Nagar,Vishwavidyalaya,9.5,44.6,null,null,null,null,null,null,790,2.37,4.5,4.2,Debit Card
2024-07-13,16:53:04,"""CNR8845221""",Incomplete,"""CID6051801""",Auto,Ambience Mall,Shivaji Park,2.2,12.5,null,null,null,null,1,Vehicle Breakdown,403,17.54,null,null,UPI
2024-06-24,12:17:05,"""CNR7042596""",No Driver Found,"""CID3502358""",Uber XL,Botanical Garden,IGI Airport,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-04-21,00:49:25,"""CNR7223562""",Completed,"""CID8742072""",Uber XL,Ghitorni Village,Kadarpur,14.9,34.6,null,null,null,null,null,null,147,27.26,4.1,4.3,Uber Wallet
2024-02-21,23:22:28,"""CNR8326279""",Cancelled by Driver,"""CID1301797""",Go Sedan,New Colony,MG Road,8.2,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-03-13,22:11:33,"""CNR9690943""",Cancelled by Driver,"""CID7924957""",Go Mini,Botanical Garden,Old Gurgaon,3.7,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-04-09,02:35:09,"""CNR2766972""",Completed,"""CID8456011""",Auto,Ambience Mall,Tilak Nagar,12.8,27.5,null,null,null,null,null,null,139,2.45,4.9,4.6,Uber Wallet
2024-07-01,01:07:21,"""CNR2653827""",Cancelled by Customer,"""CID3119203""",Go Sedan,Kadarpur,Noida Sector 18,14.5,null,1,Change of plans,null,null,null,null,null,null,null,null,null
2024-06-02,06:22:47,"""CNR2731428""",Cancelled by Driver,"""CID3911619""",Go Mini,Udyog Vihar,Greater Kailash,9.9,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-11-03,06:27:35,"""CNR3594664""",No Driver Found,"""CID7614005""",Bike,Saket,GTB Nagar,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-03-27,16:40:10,"""CNR1686654""",Cancelled by Driver,"""CID4991946""",eBike,Delhi Gate,Paschim Vihar,6.2,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-03-21,18:27:08,"""CNR8689052""",Completed,"""CID2126442""",Uber XL,Vatika Chowk,Netaji Subhash Place,3.8,19.2,null,null,null,null,null,null,263,18.45,4.9,4.6,Cash
2024-09-30,17:32:04,"""CNR2423194""",Completed,"""CID6558451""",Go Sedan,Ardee City,Faridabad Sector 15,4.7,41.0,null,null,null,null,null,null,640,25.09,4.2,5.0,Cash
2024-05-26,20:02:27,"""CNR8618977""",Completed,"""CID1958520""",Premier Sedan,Shastri Park,Rithala,9.7,31.4,null,null,null,null,null,null,325,25.67,3.7,4.3,Debit Card
2024-03-20,19:52:53,"""CNR8784704""",Completed,"""CID8793915""",Auto,Aya Nagar,Palam Vihar,2.9,18.2,null,null,null,null,null,null,694,2.1,3.6,4.3,Cash
2024-04-20,09:05:11,"""CNR3938751""",Completed,"""CID3267468""",Go Sedan,Paharganj,Ramesh Nagar,13.2,31.3,null,null,null,null,null,null,619,20.52,5.0,4.8,Cash
2024-01-30,23:41:47,"""CNR6359237""",Completed,"""CID5899793""",Auto,Connaught Place,Badshahpur,2.9,36.2,null,null,null,null,null,null,760,19.06,4.3,4.0,UPI
2024-12-21,06:05:57,"""CNR9727196""",Completed,"""CID8533108""",Go Mini,Greater Noida,Bahadurgarh,13.5,36.8,null,null,null,null,null,null,1350,44.77,3.9,4.1,Debit Card
2024-07-12,20:55:45,"""CNR1522517""",Completed,"""CID5475176""",Premier Sedan,Indirapuram,Saidulajab,7.4,44.0,null,null,null,null,null,null,382,19.87,4.3,3.3,Uber Wallet
2024-04-08,11:01:55,"""CNR7109418""",Completed,"""CID7727393""",Auto,Ashok Vihar,Indirapuram,8.2,38.8,null,null,null,null,null,null,823,23.61,4.2,4.5,UPI
2024-11-21,20:30:14,"""CNR7828843""",Completed,"""CID5781777""",Premier Sedan,Sultanpur,Mansarovar Park,9.2,16.0,null,null,null,null,null,null,309,14.03,4.5,4.7,Cash
2024-08-27,11:34:54,"""CNR6727236""",Completed,"""CID1133506""",Go Mini,Golf Course Road,Civil Lines Gurgaon,2.2,44.6,null,null,null,null,null,null,176,13.37,3.9,3.7,Uber Wallet
2024-10-20,05:51:23,"""CNR8268755""",Completed,"""CID6743614""",Bike,Indraprastha,Dilshad Garden,7.1,33.7,null,null,null,null,null,null,238,10.61,4.7,5.0,UPI
2024-01-10,04:38:16,"""CNR8605221""",Completed,"""CID1448583""",Premier Sedan,Khandsa,Aya Nagar,4.1,44.5,null,null,null,null,null,null,214,19.28,4.1,4.0,UPI
2024-03-13,18:26:23,"""CNR3247116""",Completed,"""CID1326433""",Premier Sedan,Dwarka Sector 21,Noida Sector 18,10.2,31.7,null,null,null,null,null,null,920,23.58,4.3,4.9,Cash
2024-12-06,19:58:20,"""CNR1075699""",Completed,"""CID4019372""",Go Sedan,Punjabi Bagh,Vidhan Sabha,13.2,27.6,null,null,null,null,null,null,58,5.58,4.2,4.2,UPI
2024-10-31,18:50:38,"""CNR5730220""",Completed,"""CID8081281""",Go Sedan,Mandi House,Tis Hazari,6.8,27.9,null,null,null,null,null,null,852,26.81,3.0,4.8,UPI
2024-05-03,21:03:25,"""CNR5868219""",Completed,"""CID4360900""",Go Sedan,Greater Kailash,Cyber Hub,13.1,26.6,null,null,null,null,null,null,261,22.49,4.6,4.2,Debit Card
2024-02-12,20:38:24,"""CNR3523114""",No Driver Found,"""CID1718862""",Go Mini,IMT Manesar,Jahangirpuri,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-04-18,15:44:55,"""CNR9270156""",Completed,"""CID8070739""",Go Mini,Noida Film City,Connaught Place,2.6,35.1,null,null,null,null,null,null,646,7.52,3.8,3.9,UPI
2024-12-14,21:57:52,"""CNR9856807""",Completed,"""CID1060779""",Bike,Rohini,Meerut,6.9,17.1,null,null,null,null,null,null,748,43.72,4.4,4.2,UPI
2024-08-29,17:59:34,"""CNR7245916""",Cancelled by Driver,"""CID2725426""",Uber XL,DLF City Court,Noida Film City,7.3,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-10-22,16:52:34,"""CNR2663692""",Completed,"""CID1521608""",Bike,Rohini,IIT Delhi,12.3,34.5,null,null,null,null,null,null,702,9.39,3.1,4.3,Credit Card
2024-02-04,12:14:33,"""CNR4573872""",Completed,"""CID9143632""",Go Mini,Basai Dhankot,Jama Masjid,11.7,26.4,null,null,null,null,null,null,440,28.31,4.2,3.8,Credit Card
2024-12-21,15:08:36,"""CNR4412552""",Completed,"""CID5877732""",Go Sedan,Janakpuri,Inderlok,11.9,29.7,null,null,null,null,null,null,1482,25.12,4.3,4.4,Credit Card
2024-10-10,19:31:11,"""CNR9286498""",Completed,"""CID5065800""",Go Mini,Rohini East,Golf Course Road,4.7,35.0,null,null,null,null,null,null,339,6.95,4.2,3.8,UPI
2024-03-23,10:46:12,"""CNR8618147""",Cancelled by Driver,"""CID5057408""",Go Sedan,Pataudi Chowk,Khan Market,10.3,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-07-10,11:48:47,"""CNR4940538""",Completed,"""CID4588923""",Go Sedan,Mundka,Noida Extension,5.9,17.7,null,null,null,null,null,null,63,8.17,4.2,5.0,UPI
2024-05-21,15:16:32,"""CNR1932655""",Completed,"""CID5725671""",Go Mini,Keshav Puram,Chandni Chowk,10.3,20.0,null,null,null,null,null,null,479,41.02,3.5,4.8,Cash
2024-05-23,13:54:48,"""CNR4956765""",Cancelled by Driver,"""CID6314973""",Go Mini,Rajouri Garden,Preet Vihar,6.4,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-09-08,21:59:03,"""CNR2977544""",Completed,"""CID6011914""",Auto,Vasant Kunj,Vatika Chowk,11.5,22.0,null,null,null,null,null,null,341,4.99,4.5,5.0,Cash
2024-01-30,21:45:48,"""CNR9586705""",Completed,"""CID3404755""",Go Sedan,INA Market,RK Puram,7.3,34.9,null,null,null,null,null,null,737,38.62,4.1,4.3,Debit Card
2024-02-26,07:23:04,"""CNR5116524""",Completed,"""CID1430064""",Go Sedan,Uttam Nagar,Peeragarhi,4.4,20.8,null,null,null,null,null,null,207,49.64,4.2,4.4,Cash
2024-03-04,00:25:12,"""CNR9149630""",Completed,"""CID2593932""",Go Mini,Subhash Nagar,Badarpur,7.7,40.7,null,null,null,null,null,null,842,41.08,3.7,4.8,UPI
2024-08-19,18:38:28,"""CNR7018158""",Completed,"""CID6930815""",eBike,Huda City Centre,Munirka,11.4,32.8,null,null,null,null,null,null,430,22.17,3.2,4.1,UPI
2024-11-23,11:50:47,"""CNR7071028""",Completed,"""CID4024897""",Go Mini,Aya Nagar,IGI Airport,5.9,44.5,null,null,null,null,null,null,596,2.51,4.9,3.8,Cash
2024-09-02,19:15:08,"""CNR7428921""",Incomplete,"""CID8110770""",Go Mini,IMT Manesar,Sadar Bazar Gurgaon,7.3,17.2,null,null,null,null,1,Other Issue,448,19.62,null,null,UPI
2024-11-04,18:55:12,"""CNR6813991""",Incomplete,"""CID1221951""",Bike,Chanakyapuri,DLF City Court,9.4,18.3,null,null,null,null,1,Other Issue,335,10.95,null,null,Cash
2024-02-10,16:09:43,"""CNR4505068""",No Driver Found,"""CID6061226""",Auto,Cyber Hub,Shahdara,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-11-16,09:38:15,"""CNR1065263""",Incomplete,"""CID7572096""",Auto,Udyog Vihar,Badarpur,4.6,12.9,null,null,null,null,1,Other Issue,276,3.79,null,null,UPI
2024-05-16,21:30:56,"""CNR3478423""",Completed,"""CID4168804""",Go Sedan,Nawada,Aya Nagar,5.7,35.7,null,null,null,null,null,null,821,17.98,4.1,4.9,UPI
2024-09-03,10:53:59,"""CNR9936992""",Completed,"""CID9131577""",Go Mini,Barakhamba Road,Samaypur Badli,12.9,26.8,null,null,null,null,null,null,459,18.95,4.4,4.6,Cash
2024-10-08,14:32:01,"""CNR9668232""",Incomplete,"""CID4217053""",Go Mini,Rajiv Nagar,Shahdara,2.6,28.9,null,null,null,null,1,Customer Demand,75,6.98,null,null,Cash
2024-07-03,10:22:37,"""CNR9568808""",Completed,"""CID2667557""",Auto,Civil Lines Gurgaon,Rajiv Nagar,11.7,18.6,null,null,null,null,null,null,207,46.13,4.2,3.0,UPI
2024-09-29,10:33:28,"""CNR3281967""",Completed,"""CID3783060""",Auto,Kashmere Gate,GTB Nagar,12.8,18.0,null,null,null,null,null,null,847,22.07,4.3,4.6,UPI
2024-05-15,19:36:31,"""CNR8977199""",Completed,"""CID9174054""",Premier Sedan,Maidan Garhi,DLF Phase 3,9.4,41.5,null,null,null,null,null,null,633,36.07,4.3,4.9,Cash
2024-09-12,20:36:06,"""CNR9478635""",Incomplete,"""CID8911752""",Go Mini,Vidhan Sabha,Raj Nagar Extension,7.7,12.5,null,null,null,null,1,Other Issue,352,5.49,null,null,Uber Wallet
2024-12-24,13:01:46,"""CNR5416524""",Cancelled by Driver,"""CID3325431""",Go Mini,New Colony,Paschim Vihar,11.1,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-02-23,13:52:53,"""CNR1311542""",Completed,"""CID2548560""",Auto,Bhikaji Cama Place,DLF Phase 3,6.5,15.1,null,null,null,null,null,null,69,28.5,4.2,4.2,Uber Wallet
2024-01-11,08:43:44,"""CNR9869351""",Completed,"""CID9459037""",Go Mini,Rohini West,Adarsh Nagar,10.4,37.4,null,null,null,null,null,null,1226,28.67,3.3,4.9,UPI
2024-04-16,06:29:23,"""CNR5974375""",No Driver Found,"""CID3837318""",Auto,Preet Vihar,Badshahpur,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-07-14,04:43:58,"""CNR1550256""",Completed,"""CID8906552""",Go Mini,ITO,Gurgaon Sector 29,13.9,20.5,null,null,null,null,null,null,722,34.44,3.3,4.6,Debit Card
2024-04-12,11:50:05,"""CNR4229890""",Completed,"""CID8243992""",Auto,Ashok Vihar,Kaushambi,10.0,40.5,null,null,null,null,null,null,888,48.78,4.3,4.1,Cash
2024-01-25,23:00:07,"""CNR3032303""",Cancelled by Customer,"""CID9617129""",Auto,Sikanderpur,Kherki Daula Toll,17.6,null,1,Change of plans,null,null,null,null,null,null,null,null,null
2024-12-11,10:49:59,"""CNR2252943""",Completed,"""CID7738607""",Uber XL,GTB Nagar,Barakhamba Road,11.6,33.5,null,null,null,null,null,null,382,20.29,4.3,4.3,UPI
2024-05-27,15:17:43,"""CNR3683172""",Incomplete,"""CID7076760""",Auto,Vatika Chowk,IMT Manesar,10.0,26.8,null,null,null,null,1,Vehicle Breakdown,912,6.4,null,null,Uber Wallet
2024-08-25,22:47:42,"""CNR5300924""",Completed,"""CID3433798""",Bike,Dwarka Sector 21,Hauz Rani,11.3,28.4,null,null,null,null,null,null,573,17.31,4.4,3.3,UPI
2024-06-25,13:48:10,"""CNR2828738""",Completed,"""CID3867678""",Auto,IIT Delhi,Rohini West,14.0,22.2,null,null,null,null,null,null,269,4.44,4.4,4.3,Uber Wallet
2024-04-06,21:37:30,"""CNR7667655""",Completed,"""CID4060164""",Go Mini,Rohini East,Moti Nagar,2.2,30.1,null,null,null,null,null,null,512,32.19,3.8,4.6,Cash
2024-06-26,08:13:49,"""CNR6919388""",No Driver Found,"""CID4231826""",Go Mini,IIT Delhi,India Gate,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-02-28,17:54:18,"""CNR5319690""",No Driver Found,"""CID8416128""",Go Mini,Kanhaiya Nagar,Raj Nagar Extension,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-12-02,12:59:58,"""CNR3002167""",Cancelled by Customer,"""CID6760836""",Auto,Saket A Block,Samaypur Badli,16.5,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null,null
2024-02-07,19:47:36,"""CNR6632679""",Completed,"""CID6917330""",Bike,Lok Kalyan Marg,Palam Vihar,13.4,26.5,null,null,null,null,null,null,2061,24.4,4.3,3.8,Uber Wallet
2024-11-10,18:15:11,"""CNR6612984""",Cancelled by Customer,"""CID8073302""",Go Sedan,Sadar Bazar Gurgaon,Aya Nagar,14.5,null,1,Wrong Address,null,null,null,null,null,null,null,null,null
2024-08-18,10:00:54,"""CNR5186007""",Completed,"""CID8162875""",Uber XL,Azadpur,Moti Nagar,5.8,20.6,null,null,null,null,null,null,551,8.51,4.3,4.6,Cash
2024-06-26,18:25:08,"""CNR6487909""",Completed,"""CID7418397""",Premier Sedan,Khan Market,Noida Extension,2.4,41.6,null,null,null,null,null,null,163,24.81,4.9,4.1,Debit Card
2024-11-30,01:24:09,"""CNR1827295""",Incomplete,"""CID2868701""",Auto,Jhilmil,Moolchand,6.3,17.5,null,null,null,null,1,Other Issue,623,15.92,null,null,Cash
2024-04-14,21:26:51,"""CNR2704264""",Completed,"""CID8538085""",Premier Sedan,Patel Chowk,Sarojini Nagar,8.6,20.3,null,null,null,null,null,null,2723,43.61,4.2,4.2,UPI
2024-02-07,12:59:50,"""CNR4286193""",Incomplete,"""CID3770564""",Premier Sedan,Vasant Kunj,Peeragarhi,6.4,20.9,null,null,null,null,1,Other Issue,223,2.13,null,null,Credit Card
2024-11-26,17:36:09,"""CNR6969481""",Cancelled by Driver,"""CID9222860""",Go Mini,Kashmere Gate ISBT,Jama Masjid,8.8,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-09-11,21:32:17,"""CNR8964063""",Completed,"""CID3688400""",Go Sedan,Jahangirpuri,Nehru Place,11.8,32.0,null,null,null,null,null,null,479,15.27,4.2,4.6,Credit Card
2024-02-24,09:06:05,"""CNR6353536""",Completed,"""CID6669954""",Go Mini,Mansarovar Park,Chhatarpur,8.5,42.0,null,null,null,null,null,null,725,25.08,4.2,4.4,Debit Card
2024-11-30,05:03:25,"""CNR8290060""",Cancelled by Driver,"""CID4795054""",Go Sedan,Huda City Centre,Tagore Garden,5.6,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-11-16,15:58:18,"""CNR1346679""",Completed,"""CID7670762""",Bike,Tis Hazari,Sultanpur,4.3,30.4,null,null,null,null,null,null,315,6.21,4.3,4.5,UPI
2024-02-06,09:27:25,"""CNR2590896""",Cancelled by Driver,"""CID9184845""",eBike,Mansarovar Park,Shahdara,8.3,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
